,Precio,Precio Inicial,Estrellas,Marca,Dimensiones,RAM,Memoria,Peso
362,53.79,"53,79",4.1,polarpro,"20,2 x 12,6 x 3,5",8.0,128.0,277.3
363,869.0,"959,00",4.3,apple,50 x 50 x 28,8.0,128.0,277.3
364,297.0,"297,00",4.2,samsung,50 x 50 x 28,8.0,256.0,300.0
366,135.99,"135,99",3.9,xiaomi,50 x 50 x 28,8.0,4.0,500.0
367,419.99,"419,99",4.2,samsung,"15,57 x 7,45 x 0,79",6.0,128.0,177.0
368,699.0,"999,00",4.4,google,"15,28 x 7,2 x 0,85",8.0,256.0,190.0
369,239.99,"239,99",4.3,doogee,"19,2 x 10,5 x 5,9",20.0,256.0,240.0
370,89.99,"89,99",3.7,ulefone,"7,64 x 0,87 x 16,5",12.0,12.0,184.0
371,225.0,"296,22",4.3,samsung,"8,01 x 16,9 x 1,02",6.0,128.0,240.0
372,1149.0,"1.329,00",4.4,samsung,"19,2 x 12,1 x 6,7",8.0,512.0,550.0
373,260.0,"329,30",4.4,xiaomi,15 x 12 x 1,12.0,12.0,500.0
374,648.0,"648,00",4.1,dorland,50 x 50 x 28,8.0,256.0,373.0
375,89.9,"109,10",4.3,xiaomi,"0,8 x 7,6 x 16,3",64.0,64.0,500.0
376,393.59,"393,59",4.4,poco,"18,6 x 9,2 x 6",12.0,512.0,170.0
377,59.31,"59,31",4.0,mtgud,"17 x 9,5 x 5,5",1.0,16.0,350.0
379,319.75,"499,99",4.3,realme,"17,9 x 9,4 x 6,2",8.0,256.0,190.0
380,295.92,"295,92",3.8,samsung,150 x 5 x 5,6.0,128.0,190.0
381,79.99,"99,99",4.4,oukitel,"19 x 10 x 4,5",8.0,64.0,430.0
382,106.13,"106,13",4.3,samsung,"7,45 x 0,88 x 15,64",64.0,64.0,186.0
383,350.0,"375,00",4.1,xiaomi,50 x 50 x 28,12.0,12.0,500.0
385,110.87,"110,87",4.2,motorola,"16,15 x 0,8 x 7,38",8.0,128.0,175.0
386,239.99,"239,99",3.7,hotwav,"20,5 x 18,6 x 4,2",12.0,256.0,290.0
389,1973.59,"1.973,59",4.3,apple,"0,78 x 7,15 x 14,67",8.0,512.0,330.0
392,57.99,"59,99",3.3,qrzrq,17 x 9 x 5,1.0,16.0,350.0
393,149.99,"169,99",3.8,umidigi,"17,21 x 8,38 x 1,29",6.0,128.0,510.0
394,1749.0,"1.849,00",4.4,apple,50 x 50 x 28,8.0,1024.0,277.3
398,281.18,"281,18",4.7,apple,50 x 50 x 28,8.0,128.0,277.3
399,287.0,"287,00",3.7,apple computer,"16,89 x 9,3 x 5,21",8.0,256.0,320.0
400,159.99,"159,99",3.9,ulefone,"16,69 x 7,72 x 0,99",8.0,8.0,209.0
402,159.99,"159,99",4.1,huawei,"14,72 x 0,73 x 7,63",8.0,16.0,137.0
403,259.99,"259,99",4.0,samsung,"7,67 x 0,79 x 16,42",8.0,6.0,183.0
404,349.99,"369,90",4.3,xiaomi,"17,7 x 9,3 x 5,2",8.0,256.0,440.0
405,368.4,"368,40",4.1,google,"15,2 x 7,29 x 0,9",8.0,8.0,194.0
406,112.86,"112,86",2.7,bewinner,"10 x 6,5 x 4,2",2.0,16.0,152.0
408,283.0,"307,71",4.5,samsung,"0,82 x 7,67 x 15,82",8.0,128.0,202.0
409,670.58,"670,58",4.6,samsung,"33,9 x 15,6 x 4,9",8.0,256.0,167.0
410,558.18,"558,18",4.4,oppo,"16,37 x 7,39 x 0,85",12.0,256.0,226.0
411,876.0,"876,00",4.6,samsung,50 x 50 x 28,8.0,256.0,360.0
412,62.99,"62,99",3.5,ati,"1,18 x 7,69 x 15,21",8.0,128.0,277.3
413,390.0,"473,34",4.6,samsung,50 x 50 x 28,8.0,256.0,500.0
414,448.7,"448,70",4.2,apple,50 x 50 x 28,8.0,128.0,277.3
415,275.0,"449,00",4.4,samsung,"0,84 x 7,51 x 15,99",8.0,128.0,189.0
416,157.49,"167,67",4.5,samsung,10 x 12 x 13,4.0,64.0,192.0
418,104.34,"131,96",3.8,xiaomi,50 x 50 x 28,6.0,6.0,200.0
421,185.0,"185,00",4.4,xiaomi,50 x 50 x 28,6.0,6.0,205.0
422,342.24,"342,24",4.3,realme,"9,2 x 17,7 x 6,1",8.0,256.0,500.0
423,183.05,"183,05",4.4,samsung,"16,42 x 7,59 x 0,91",3.0,32.0,196.0
424,135.99,"159,00",4.1,oppo,"18,3 x 9,8 x 3,9",6.0,128.0,370.0
425,293.21,"293,21",3.6,apple,50 x 50 x 28,4.0,4.0,190.0
426,99.99,"99,99",4.6,cubot,"19,3 x 10,4 x 5,8",4.0,4.0,500.0
427,205.0,"273,90",4.4,samsung,50 x 50 x 28,8.0,256.0,100.0
428,519.99,"519,99",4.3,huawei,"16,34 x 7,49 x 0,78",8.0,256.0,188.0
429,91.7,"91,70",4.1,samsung,"13,45 x 6,52 x 0,73",8.0,128.0,132.0
432,129.99,"129,99",4.2,samsung,50 x 50 x 28,4.0,64.0,200.0
433,1447.25,"1.447,25",4.6,apple,"0,78 x 7,15 x 14,75",8.0,256.0,206.0
434,187.36,"187,36",4.4,realme,"16,46 x 7,54 x 0,76",6.0,128.0,500.0
435,289.99,"289,99",4.6,poco,50 x 50 x 28,12.0,12.0,500.0
436,589.0,"589,00",3.6,nokia,"1 x 6,9 x 12,4",8.0,8.0,160.0
437,179.99,"179,99",3.9,doogee,"16,2 x 7,78 x 1,62",16.0,256.0,390.0
438,119.9,"119,90",3.9,xiaomi,50 x 50 x 28,8.0,8.0,176.0
439,159.99,"159,99",4.9,oukitel,"23,5 x 18,4 x 6,7",24.0,24.0,199.0
441,122.79,"122,79",4.3,xiaomi,"16,4 x 7,6 x 0,89",4.0,4.0,200.0
442,89.99,"99,99",3.8,umidigi,"16,7 x 7,7 x 0,79",4.0,64.0,189.0
443,319.99,"399,99",4.9,doogee,"19,3 x 10,4 x 5,7",24.0,512.0,376.0
445,199.0,"199,00",4.4,motorola,"21,6 x 8,4 x 5,4",4.0,128.0,360.0
446,239.99,"249,99",3.4,cubot,"24,3 x 19,5 x 3,9",24.0,24.0,700.0
447,139.99,"169,99",3.8,oukitel,"24,6 x 24,1 x 4,8",16.0,16.0,710.0
448,149.0,"149,00",4.1,motorola,"17,5 x 17,1 x 3,4",12.0,12.0,330.0
449,295.02,"342,00",4.4,poco,50 x 50 x 28,12.0,256.0,500.0
450,209.0,"238,99",4.4,xiaomi,50 x 50 x 28,8.0,256.0,500.0
451,819.9,"819,90",4.0,apple,50 x 50 x 28,8.0,256.0,500.0
452,135.99,"135,99",4.1,blackview,"7,52 x 0,87 x 16,32",12.0,12.0,193.0
453,179.4,"179,40",4.2,xiaomi,"18,7 x 9,3 x 6,1",6.0,128.0,490.0
454,199.95,"199,95",4.5,xiaomi,"15,68 x 8,67 x 0,74",8.0,128.0,173.0
455,226.9,"359,99",4.3,realme,18 x 9 x 4,8.0,256.0,200.0
456,165.99,"165,99",3.9,doogee,"12,95 x 5,84 x 1,27",8.0,256.0,155.0
457,176.74,"202,16",4.2,xiaomi,50 x 50 x 28,8.0,128.0,380.0
458,711.99,"711,99",4.5,samsung,50 x 50 x 28,8.0,512.0,370.0
460,218.0,"254,96",4.2,xiaomi,"16,42 x 7,61 x 0,81",8.0,128.0,202.0
461,244.25,"329,00",4.3,sky royal trading ltd,"16,29 x 7,56 x 0,81",8.0,8.0,191.0
462,199.0,"199,00",4.4,xiaomi,50 x 50 x 28,8.0,256.0,500.0
463,69.64,"79,90",3.7,nokia,"11,52 x 4,99 x 1,43",8.0,128.0,123.0
464,129.99,"129,99",4.4,oukitel,"16,8 x 7,8 x 0,94",18.0,128.0,209.0
465,99.99,"99,99",4.0,hotwav,"19,55 x 8,25 x 1,5",8.0,32.0,280.0
466,148.5,"148,50",4.3,samsung,"7,79 x 0,79 x 16,44",4.0,128.0,200.0
467,149.99,"149,99",4.2,oukitel,"16,4 x 8,15 x 1,54",12.0,12.0,590.0
468,168.0,"168,00",4.6,xiaomi,"15,99 x 7,39 x 0,81",8.0,256.0,176.0
469,84.92,"99,90",4.3,honor,"21,8 x 14,9 x 3,5",4.0,128.0,370.0
470,105.1,"105,10",4.4,xiaomi,50 x 50 x 28,8.0,128.0,199.0
472,111.43,"111,43",4.3,xiaomi,"15,83 x 7,53 x 0,83",3.0,3.0,190.0
474,59.99,"59,99",3.6,lg,"17,5 x 9,6 x 4,9",4.0,4.0,340.0
476,569.0,"569,00",3.6,apple,"16 x 7,8 x 0,78",8.0,128.0,395.0
477,399.0,"529,00",4.2,samsung,"19,4 x 9,6 x 5,4",8.0,256.0,410.0
478,149.99,"149,99",4.0,doogee,"16,2 x 7,78 x 1,62",8.0,8.0,390.0
479,184.77,"239,09",4.4,xiaomi,50 x 50 x 28,8.0,256.0,500.0
480,169.69,"169,69",4.0,oppo,"16,38 x 7,56 x 0,84",3.0,3.0,190.0
482,422.06,"422,06",4.0,google,"0,89 x 7,08 x 15,05",8.0,128.0,187.0
485,300.34,"300,34",4.2,xiaomi,"18,1 x 9,4 x 6,3",12.0,512.0,520.0
486,369.22,"379,99",4.3,samsung,"0,78 x 7,37 x 16,19",12.0,12.0,186.0
487,159.99,"159,99",3.3,fossibot,"15,57 x 7,62 x 2,03",8.0,128.0,610.0
489,179.9,"179,90",4.3,xiaomi,"19,4 x 9,3 x 3,7",8.0,256.0,375.0
490,76.0,"76,00",4.1,fine life pro,"18,29 x 9,4 x 4,83",8.0,16.0,380.0
493,499.99,"499,99",4.7,doogee,"18,37 x 8,39 x 1,63",36.0,512.0,383.0
494,259.0,"259,00",4.1,samsung,50 x 50 x 28,6.0,256.0,330.0
496,133.1,"133,10",4.1,xiaomi,"17,7 x 9,2 x 5,2",6.0,128.0,420.0
497,126.0,"126,00",4.2,xiaomi,50 x 50 x 28,8.0,128.0,200.0
498,369.56,"369,56",4.5,samsung,"3 x 9,5 x 18",8.0,8.0,210.0
499,749.0,"999,00",4.4,google,"15,28 x 7,2 x 0,85",8.0,256.0,190.0
500,209.79,"234,80",4.5,motorola,"16,19 x 0,76 x 7,31",8.0,8.0,170.0
501,104.97,"136,24",4.5,xiaomi,50 x 50 x 28,8.0,6.0,400.0
503,199.99,"221,57",4.2,xiaomi,"16,1 x 7,49 x 0,79",12.0,512.0,500.0
505,159.99,"179,99",4.1,samsung,"165,4 x 76,9 x 8,4",4.0,4.0,192.0
506,151.0,"158,89",4.3,samsung,50 x 50 x 28,8.0,128.0,280.0
507,179.99,"249,99",4.0,ulefone,"7,68 x 0,88 x 16,88",12.0,12.0,212.0
509,284.41,"299,90",4.3,xiaomi,"17,7 x 9 x 6,1",12.0,512.0,520.0
510,109.99,"109,99",4.2,motorola,"16,15 x 0,8 x 7,38",4.0,128.0,175.0
511,169.0,"169,00",4.6,samsung,"7,79 x 0,79 x 16,44",4.0,128.0,200.0
512,79.99,"79,99",4.1,blackview,"17,5 x 8,8 x 4,9",16.0,16.0,191.0
513,269.99,"269,99",4.5,poco,50 x 50 x 28,8.0,8.0,500.0
515,215.0,"369,00",4.2,samsung,"0,79 x 7,36 x 15,85",4.0,4.0,280.0
516,239.9,"239,90",4.4,xiaomi,"17,9 x 9,1 x 3,9",8.0,128.0,380.0
517,1828.72,"1.828,72",4.9,apple,50 x 50 x 28,8.0,1024.0,277.3
518,110.0,"110,00",4.0,samsung,"2,79 x 24,64 x 16,51",4.0,4.0,179.0
519,166.9,"166,90",3.8,apple,50 x 50 x 28,2.0,64.0,200.0
520,221.0,"242,22",4.8,samsung,50 x 50 x 28,6.0,128.0,320.0
521,1099.0,"1.099,00",5.0,honor,"18 x 9,6 x 3,8",12.0,512.0,390.0
522,675.0,"675,00",3.9,apple,"17,6 x 9,5 x 5,2",8.0,256.0,420.0
523,399.99,"399,99",3.8,xiaomi,"15,2 x 7 x 0,8",8.0,256.0,581.0
524,208.01,"214,84",4.2,xiaomi,50 x 50 x 28,4.0,4.0,184.0
525,368.0,"368,00",4.3,samsung,50 x 50 x 28,8.0,128.0,310.0
526,765.99,"859,00",4.5,apple,50 x 50 x 28,8.0,128.0,277.3
527,79.95,"79,95",3.9,microsoft,"7,22 x 0,88 x 15,79",8.0,1.0,145.0
528,567.68,"567,68",4.4,samsung,50 x 50 x 28,8.0,128.0,290.0
530,469.99,"469,99",4.3,samsung,17 x 2 x 9,8.0,8.0,209.0
531,260.0,"260,00",4.6,oukitel,"16,24 x 0,82 x 7,62",24.0,256.0,454.0
532,137.27,"179,00",4.3,xiaomi,50 x 50 x 28,8.0,8.0,189.0
534,409.0,"409,00",3.8,xiaomi,28 x 11 x 23,8.0,256.0,500.0
535,129.98,"179,99",4.1,doogee,"19,35 x 10,35 x 5,6",16.0,16.0,262.0
536,179.99,"189,99",4.4,doogee,"8,31 x 1,79 x 17,85",20.0,256.0,630.0
537,99.99,"99,99",4.5,oukitel,"16 x 7 x 0,9",8.0,64.0,450.0
538,1565.1,"1.565,10",4.3,apple,"0,82 x 7,15 x 14,96",8.0,128.0,363.0
539,229.0,"399,90",4.5,honor,"0,8 x 7,55 x 16,36",16.0,256.0,185.0
540,1796.99,"1.796,99",4.1,samsung,"44,1 x 27,9 x 5,2",16.0,16.0,277.3
541,324.0,"324,00",4.4,samsung,50 x 50 x 28,8.0,128.0,330.0
543,199.0,"199,00",3.8,samsung,"15,98 x 7,45 x 0,84",6.0,6.0,193.0
544,209.99,"209,99",4.0,oukitel,"23,5 x 17,7 x 6,6",24.0,256.0,690.0
546,239.9,"239,90",4.4,xiaomi,"18,1 x 9,3 x 3,9",8.0,128.0,390.0
547,249.99,"249,99",4.2,oppo,"0,75 x 7,47 x 16,16",8.0,256.0,390.0
548,499.99,"649,00",3.9,xiaomi,"19,4 x 10 x 5,8",12.0,256.0,195.0
549,159.99,"159,99",4.1,blackview,"18,4 x 9,7 x 5,6",16.0,256.0,520.0
550,253.24,"253,24",4.3,samsung,"19,5 x 9,6 x 5,4",8.0,256.0,370.0
551,89.99,"89,99",3.1,doogee,"19,4 x 10,3 x 5,4",20.0,128.0,193.0
553,399.97,"399,97",4.2,samsung,"7,18 x 0,79 x 15,1",8.0,256.0,458.0
555,374.9,"374,90",3.7,apple,"7,65 x 71,5 x 146,7",8.0,128.0,174.0
556,349.65,"362,00",5.0,xiaomi,50 x 50 x 28,12.0,512.0,277.3
557,1447.85,"1.447,85",4.6,apple,"0,78 x 7,76 x 16,07",8.0,512.0,240.0
558,288.5,"288,50",4.3,samsung,50 x 50 x 28,6.0,256.0,300.0
559,89.99,"119,99",4.1,oukitel,"16,37 x 7,54 x 0,92",12.0,12.0,199.0
561,56.58,"56,58",4.0,hammer h,50 x 50 x 28,8.0,128.0,160.0
563,99.99,"99,99",4.4,oukitel,"16,68 x 7,75 x 0,87",16.0,128.0,199.0
564,134.9,"134,90",4.0,apple,50 x 50 x 28,1.0,1.0,148.0
565,380.5,"380,50",4.0,apple,50 x 50 x 28,8.0,128.0,500.0
566,119.0,"119,00",4.3,xiaomi,"9,1 x 18,3 x 3,7",6.0,6.0,380.0
567,359.0,"359,00",3.6,apple,50 x 50 x 28,8.0,256.0,350.0
568,996.2,"996,20",4.6,samsung,"33,9 x 15,7 x 4,9",12.0,512.0,195.0
569,104.49,"129,99",3.8,oukitel,"16,6 x 8,11 x 1,5",16.0,64.0,290.0
570,419.3,"419,30",3.4,apple,"0,77 x 7,15 x 14,67",8.0,256.0,350.0
571,129.0,"169,00",4.4,samsung,50 x 50 x 28,64.0,64.0,200.0
572,79.99,"79,99",3.7,cubot,"19,6 x 16,5 x 4,7",4.0,128.0,470.0
573,310.63,"310,63",4.2,xiaomi,"17,7 x 9 x 5,9",12.0,512.0,530.0
577,199.99,"199,99",5.0,oukitel,"17,42 x 1,74 x 8,23",16.0,16.0,277.3
578,57.99,"59,99",3.3,qrzrq,17 x 9 x 5,1.0,16.0,350.0
579,97.95,"97,95",3.8,tcl,"16,83 x 7,67 x 0,83",8.0,128.0,190.0
580,99.46,"99,46",4.1,lg,"10,2 x 6,4 x 4,2",2.0,2.0,160.0
581,119.99,"119,99",2.9,doogee,"16,5 x 7,62 x 0,91",12.0,128.0,440.0
582,249.99,"310,00",4.4,samsung,"0,84 x 7,51 x 15,99",6.0,6.0,189.0
583,239.99,"249,99",3.5,cubot,"24,2 x 18,3 x 4,9",24.0,24.0,690.0
584,179.99,"179,99",4.3,blackview,"7,76 x 1,5 x 16,15",16.0,16.0,273.0
585,209.99,"209,99",4.4,blackview,"18,4 x 9,7 x 5,6",8.0,256.0,200.0
586,146.9,"146,90",4.2,apple,"13,84 x 6,73 x 0,73",2.0,2.0,390.0
587,173.74,"212,55",4.4,samsung,50 x 50 x 28,4.0,4.0,205.0
589,249.98,"268,60",4.4,samsung,"0,77 x 7,6 x 16,36",6.0,128.0,179.0
591,578.36,"578,36",4.7,apple,"16,49 x 8,96 x 2,82",8.0,128.0,162.0
593,152.19,"161,35",4.1,xiaomi,50 x 50 x 28,6.0,128.0,200.0
594,229.99,"229,99",4.3,xiaomi,50 x 50 x 28,6.0,256.0,500.0
595,89.99,"99,99",3.7,umidigi,"16,7 x 7,7 x 0,79",4.0,64.0,189.0
596,1159.0,"1.279,00",5.0,samsung,"19,2 x 12,1 x 6,7",8.0,512.0,370.0
597,130.0,"130,00",4.1,apple,"13,83 x 6,71 x 13,83",2.0,64.0,420.0
598,179.99,"199,99",4.3,blackview,15 x 8 x 15,24.0,256.0,438.0
600,135.0,"135,00",2.8,apple,"6,71 x 0,71 x 13,82",8.0,128.0,143.0
601,449.0,"609,00",4.1,google,"15,2 x 7,27 x 0,89",8.0,256.0,187.0
602,56.99,"56,99",3.1,jtqtj,"16,8 x 9,3 x 5,5",1.0,1.0,350.0
603,156.99,"156,99",4.2,xiaomi,"17,88 x 7,45 x 0,83",6.0,6.0,179.0
604,1128.99,"1.128,99",4.0,asus,"16,4 x 7,7 x 0,91",12.0,12.0,225.0
605,374.99,"374,99",3.5,apple,"17,5 x 9,3 x 4,7",8.0,128.0,330.0
606,217.0,"233,99",4.5,samsung,50 x 50 x 28,6.0,128.0,200.0
607,110.99,"124,80",4.3,samsung,50 x 50 x 28,4.0,4.0,163.0
609,99.0,"99,00",4.2,realme,"17,5 x 9 x 5,7",8.0,128.0,200.0
611,139.99,"139,99",4.3,xiaomi,"18,2 x 9,2 x 6,7",6.0,128.0,480.0
612,239.0,"239,00",4.5,cmf by northing,"7,75 x 0,82 x 16,37",8.0,128.0,197.0
613,114.99,"114,99",4.4,samsung,17 x 3 x 8,64.0,64.0,195.0
614,57.99,"57,99",3.6,msmga,"17,5 x 9,5 x 5,8",1.0,128.0,340.0
615,59.99,"59,99",4.0,ati,"20,3 x 10,6 x 5,5",8.0,128.0,277.3
616,469.99,"469,99",4.2,samsung,9 x 17 x 3,8.0,128.0,333.0
617,119.99,"119,99",4.7,hotwav,"18,75 x 9,25 x 4,5",4.0,128.0,430.0
618,459.99,"459,99",3.7,apple,"17,7 x 10,6 x 5",8.0,128.0,360.0
620,135.71,"135,71",4.1,xiaomi,"0,8 x 7,5 x 16,3",8.0,6.0,219.0
621,1099.0,"1.099,00",4.1,asus,"0,89 x 7,68 x 16,38",12.0,12.0,230.0
623,337.99,"496,65",4.1,xiaomi,"18,6 x 9,2 x 6,2",12.0,12.0,179.0
624,148.0,"163,10",3.7,samsung,50 x 50 x 28,4.0,4.0,280.0
625,79.99,"79,99",4.2,oscal,"17,9 x 9,1 x 5,7",6.0,64.0,193.0
626,60.05,"69,00",4.2,hammer h,"16 x 9,4 x 5,8",8.0,128.0,150.0
627,199.99,"219,00",4.2,xiaomi,50 x 50 x 28,12.0,512.0,500.0
628,139.0,"139,00",4.2,xiaomi,"0,9 x 7,71 x 16,49",3.0,64.0,196.0
629,195.74,"195,74",4.3,samsung,"15,93 x 0,84 x 7,4",6.0,6.0,180.0
630,399.98,"399,98",4.2,samsung,"0,78 x 7,41 x 15,76",8.0,512.0,175.0
631,85.0,"89,00",3.9,xiaomi,"168,4 x 76,3 x 8,3",12.0,12.0,320.0
633,501.24,"501,24",4.4,honor,"7,4 x 0,7 x 15,4",8.0,128.0,164.0
634,89.99,"89,99",3.8,doogee,"7,62 x 0,91 x 16,58",12.0,256.0,193.0
635,307.0,"316,89",4.5,xiaomi,50 x 50 x 28,8.0,512.0,277.3
636,134.99,"134,99",4.0,ulefone,"16,5 x 7,64 x 0,87",12.0,128.0,184.0
637,149.99,"149,99",4.6,motorola,50 x 50 x 28,4.0,4.0,181.0
638,1459.0,"1.579,00",4.1,samsung,"19,5 x 12,1 x 6,4",8.0,512.0,410.0
639,159.99,"159,99",4.2,doogee,"8 x 1,07 x 17,27",9.0,128.0,240.0
640,129.99,"129,99",3.8,oukitel,"16,17 x 7,56 x 0,9",4.0,4.0,191.0
642,115.0,"115,00",4.4,apple,"6,7 x 0,7 x 13,8",2.0,2.0,420.0
643,124.99,"138,99",4.6,realme,"16,5 x 7,6 x 0,76",8.0,256.0,300.0
644,889.56,"889,56",4.6,apple,"0,78 x 7,16 x 14,76",8.0,256.0,330.0
645,139.99,"139,99",4.3,oscal,"16,32 x 7,52 x 0,87",16.0,16.0,195.0
646,869.0,"869,00",4.6,apple,50 x 50 x 28,8.0,128.0,277.3
647,136.95,"136,95",4.2,xiaomi,"16 x 3 x 6,5",8.0,4.0,190.0
648,599.69,"599,69",3.7,samsung,"0,78 x 7,56 x 16,15",8.0,128.0,202.0
649,377.9,"549,99",4.4,realme,50 x 50 x 28,8.0,256.0,420.0
650,152.15,"249,00",4.1,xiaomi,"16,22 x 7,55 x 0,8",8.0,8.0,188.0
651,209.95,"209,95",4.4,xiaomi,50 x 50 x 28,8.0,256.0,500.0
652,259.0,"259,00",4.1,google,"19,55 x 7,32 x 0,87",8.0,8.0,196.0
653,355.9,"379,00",4.6,realme,"17,7 x 9,3 x 6,2",8.0,512.0,540.0
654,182.5,"182,50",4.9,motorola,"5,5 x 8,5 x 17",12.0,12.0,440.0
655,790.0,"790,00",4.1,dorland,50 x 50 x 28,12.0,12.0,277.3
656,248.0,"248,00",4.0,vivo,"7,28 x 15,85 x 0,8",8.0,8.0,181.0
657,239.99,"259,99",3.5,ulefone,"7,42 x 0,9 x 16,38",24.0,24.0,198.0
658,189.99,"189,99",4.1,blackview,"8,2 x 1,92 x 17,44",12.0,12.0,438.0
659,169.0,"217,66",4.4,xiaomi,50 x 50 x 28,8.0,8.0,500.0
660,56.99,"56,99",3.3,jtqtj,"17,5 x 9,5 x 5,5",1.0,16.0,350.0
662,114.0,"134,89",3.8,xiaomi,"8,9 x 76 x 164",4.0,4.0,150.0
663,449.0,"823,29",3.7,huawei,"0,85 x 7,28 x 15,88",8.0,256.0,525.0
665,548.99,"548,99",4.1,motorola,"17,08 x 7,39 x 0,73",8.0,256.0,189.0
666,379.0,"379,00",3.6,apple,"14,6 x 7,1 x 0,7",8.0,128.0,500.0
667,304.68,"304,68",4.3,oneplus,"15,77 x 7,48 x 0,82",8.0,256.0,183.0
668,120.0,"120,00",4.1,apple,"6,71 x 0,71 x 13,82",64.0,64.0,145.0
669,84.99,"84,99",4.0,cubot,"16,5 x 7,5 x 0,9",8.0,128.0,460.0
671,1070.51,"1.070,51",3.9,huawei,"0,85 x 7,28 x 15,88",8.0,8.0,195.0
672,1099.9,"1.099,90",4.5,xiaomi,"7,15 x 0,8 x 15,28",12.0,256.0,189.0
673,246.15,"246,15",4.4,xiaomi,50 x 50 x 28,8.0,512.0,500.0
674,245.0,"329,00",4.3,samsung,8 x 17 x 3,4.0,128.0,197.0
675,226.49,"226,49",4.2,xiaomi,"18,9 x 9,1 x 6,1",8.0,256.0,480.0
676,552.31,"552,31",4.4,samsung,"15,96 x 7,48 x 0,81",6.0,256.0,189.0
677,69.0,"69,00",2.5,fine life pro,"17,27 x 8,13 x 2,29",2.0,16.0,454.0
678,244.99,"244,99",3.8,xiaomi,"16,37 x 7,64 x 0,78",8.0,8.0,196.0
679,164.99,"164,99",3.6,sony,"12,9 x 6,5 x 0,95",8.0,32.0,135.0
680,207.89,"218,98",4.3,motorola,"16,19 x 0,76 x 7,31",8.0,128.0,277.3
681,98.69,"98,69",4.6,xiaomi,"0,94 x 7,54 x 15,65",4.0,4.0,188.0
682,229.99,"229,99",4.0,cubot,"17,2 x 8,16 x 1,77",24.0,24.0,390.0
683,129.63,"129,63",4.5,samsung,17 x 3 x 8,64.0,64.0,195.0
684,169.9,"169,90",4.1,xiaomi,"18,4 x 9,2 x 3,7",8.0,256.0,370.0
685,449.98,"449,98",3.9,samsung,"7,71 x 0,79 x 16,23",8.0,12.0,196.0
686,399.99,"399,99",4.2,samsung,"0,78 x 7,41 x 15,76",8.0,512.0,175.0
687,85.0,"89,00",3.9,xiaomi,"168,4 x 76,3 x 8,3",12.0,12.0,320.0
689,501.24,"501,24",4.4,honor,"7,4 x 0,7 x 15,4",8.0,128.0,164.0
690,89.99,"89,99",3.8,doogee,"7,62 x 0,91 x 16,58",12.0,256.0,193.0
691,307.0,"316,89",4.5,xiaomi,50 x 50 x 28,8.0,512.0,277.3
692,134.99,"134,99",4.0,ulefone,"16,5 x 7,64 x 0,87",12.0,128.0,184.0
693,149.99,"149,99",4.5,motorola,50 x 50 x 28,4.0,4.0,181.0
694,1459.0,"1.579,00",4.1,samsung,"19,5 x 12,1 x 6,4",8.0,512.0,410.0
695,159.99,"159,99",4.2,doogee,"8 x 1,07 x 17,27",9.0,128.0,240.0
696,129.99,"129,99",3.8,oukitel,"16,17 x 7,56 x 0,9",4.0,4.0,191.0
698,115.0,"115,00",4.4,apple,"6,7 x 0,7 x 13,8",2.0,2.0,420.0
699,124.99,"138,99",4.6,realme,"16,5 x 7,6 x 0,76",8.0,256.0,300.0
700,889.56,"889,56",4.6,apple,"0,78 x 7,16 x 14,76",8.0,256.0,330.0
701,139.99,"139,99",4.3,oscal,"16,32 x 7,52 x 0,87",16.0,16.0,195.0
702,869.0,"869,00",4.6,apple,50 x 50 x 28,8.0,128.0,277.3
703,136.95,"136,95",4.3,xiaomi,"16 x 3 x 6,5",8.0,4.0,190.0
704,599.69,"599,69",3.7,samsung,"0,78 x 7,56 x 16,15",8.0,128.0,202.0
705,377.9,"549,99",4.3,realme,50 x 50 x 28,8.0,256.0,420.0
707,152.15,"152,15",4.1,xiaomi,"16,22 x 7,55 x 0,8",8.0,8.0,188.0
708,209.95,"209,95",4.4,xiaomi,50 x 50 x 28,8.0,256.0,500.0
709,199.0,"199,00",4.3,samsung,36 x 17 x 3,4.0,128.0,280.0
710,259.0,"259,00",4.2,google,"19,55 x 7,32 x 0,87",8.0,8.0,196.0
711,96.89,"96,89",4.0,samsung,10 x 10 x 10,2.0,2.0,166.0
712,355.9,"379,00",4.6,realme,"17,7 x 9,3 x 6,2",8.0,512.0,540.0
713,129.99,"129,99",4.0,blackview,"6,2 x 0,9 x 16,42",12.0,12.0,184.0
714,182.5,"182,50",4.9,motorola,"5,5 x 8,5 x 17",12.0,12.0,440.0
715,790.0,"790,00",4.1,dorland,50 x 50 x 28,12.0,12.0,277.3
716,248.0,"248,00",4.0,vivo,"7,28 x 15,85 x 0,8",8.0,8.0,181.0
717,239.99,"259,99",3.5,ulefone,"7,42 x 0,9 x 16,38",24.0,24.0,198.0
718,189.99,"189,99",4.1,blackview,"8,2 x 1,92 x 17,44",12.0,12.0,438.0
719,169.0,"217,66",4.4,xiaomi,50 x 50 x 28,8.0,8.0,500.0
720,56.99,"56,99",3.3,jtqtj,"17,5 x 9,5 x 5,5",1.0,16.0,350.0
722,114.0,"134,89",3.8,xiaomi,"8,9 x 76 x 164",4.0,4.0,150.0
723,449.0,"823,29",3.7,huawei,"0,85 x 7,28 x 15,88",8.0,256.0,525.0
